,seqlength,par1_size,par2_size,RF,F1,runtime
245,1000,99,466,2,99.91134751773049,2.7938332557678223
246,1000,108,457,2,99.91134751773049,2.709789276123047
247,1000,110,455,6,99.7340425531915,2.6908481121063232
248,1000,113,452,4,99.82269503546101,2.570665121078491
249,1000,117,448,10,99.55673758865247,2.6529617309570312
250,1000,118,447,8,99.64539007092199,2.5393924713134766
251,1000,119,446,6,99.7340425531915,2.525542974472046
252,1000,121,444,6,99.7340425531915,2.520090103149414
253,1000,123,442,6,99.7340425531915,2.5021941661834717
254,1000,152,413,6,99.7340425531915,2.281698226928711
255,1000,153,412,8,99.64539007092199,2.2843048572540283
256,1000,154,411,10,99.55673758865247,2.282644510269165
257,1000,195,370,4,99.82269503546101,2.293785333633423
